기업,종목코드,기간,기준일,항목,값,통화,값구분,출처,검산
Chipotle Mexican Grill,CMG,2010Q1,2010-03-31,분기별 매출액,미확인,USD,미확인,https://www.sec.gov/Archives/edgar/data/1058090/000119312510091448/,
Chipotle Mexican Grill,CMG,2010Q1,2010-03-31,분기별 영업이익,61296000,USD,공시(후속 보고서 비교기간),https://www.sec.gov/Archives/edgar/data/1058090/000119312511105016/,OperatingIncomeLoss ; 그 분기 보고서에 연결 총계가 없어 2011-04-21 제출본의 비교기간에서 읽었다
Chipotle Mexican Grill,CMG,2010Q1,2010-03-31,분기별 당기순이익(지배),37847000,USD,공시(후속 보고서 비교기간),https://www.sec.gov/Archives/edgar/data/1058090/000119312511105016/,NetIncomeLoss ; 그 분기 보고서에 연결 총계가 없어 2011-04-21 제출본의 비교기간에서 읽었다
Chipotle Mexican Grill,CMG,2010Q1,2010-03-31,분기별 영업활동현금흐름,미확인,USD,미확인,https://www.sec.gov/Archives/edgar/data/1058090/000119312510091448/,
Chipotle Mexican Grill,CMG,2010Q1,2010-03-31,분기말 자산총계,미확인,USD,미확인,https://www.sec.gov/Archives/edgar/data/1058090/000119312510091448/,
Chipotle Mexican Grill,CMG,2010Q1,2010-03-31,분기말 부채총계,미확인,USD,미확인,https://www.sec.gov/Archives/edgar/data/1058090/000119312510091448/,
Chipotle Mexican Grill,CMG,2010Q1,2010-03-31,분기말 총자본(자기자본),미확인,USD,미확인,https://www.sec.gov/Archives/edgar/data/1058090/000119312510091448/,
Chipotle Mexican Grill,CMG,2010Q1,2010-03-31,분기말 지배지분 자본,미확인,USD,미확인,https://www.sec.gov/Archives/edgar/data/1058090/000119312510091448/,
Chipotle Mexican Grill,CMG,2010Q1,2010-03-31,분기말 종가,112.67,USD,API,https://query1.finance.yahoo.com/v8/finance/chart/CMG?interval=1d&events=splits (2010-03-31),분할조정 종가 2.2534 × 이후 분할계수 50
Chipotle Mexican Grill,CMG,2010Q1,2010-03-31,분기말 상장주식수,미확인,,미확인,SEC companyfacts·XBRL 원문 모두 dei 표지 주식수 없음,
Chipotle Mexican Grill,CMG,2010Q1,2010-03-31,분기말 시가총액,미확인,,미확인,SEC companyfacts·XBRL 원문 모두 dei 표지 주식수 없음,
Chipotle Mexican Grill,CMG,2010Q2,2010-06-30,분기별 매출액,미확인,USD,미확인,https://www.sec.gov/Archives/edgar/data/1058090/000119312510167036/,
Chipotle Mexican Grill,CMG,2010Q2,2010-06-30,분기별 영업이익,74959000,USD,공시,https://www.sec.gov/Archives/edgar/data/1058090/000119312510167036/,
Chipotle Mexican Grill,CMG,2010Q2,2010-06-30,분기별 당기순이익(지배),46461000,USD,공시,https://www.sec.gov/Archives/edgar/data/1058090/000119312510167036/,
Chipotle Mexican Grill,CMG,2010Q2,2010-06-30,분기별 영업활동현금흐름,데이터 없음(직전 분기 누적 보고서 없음),USD,데이터 없음(직전 보고서 없음),https://www.sec.gov/Archives/edgar/data/1058090/000119312510167036/,
Chipotle Mexican Grill,CMG,2010Q2,2010-06-30,분기말 자산총계,1009122000,USD,공시,https://www.sec.gov/Archives/edgar/data/1058090/000119312510167036/,
Chipotle Mexican Grill,CMG,2010Q2,2010-06-30,분기말 부채총계,259108000,USD,공시,https://www.sec.gov/Archives/edgar/data/1058090/000119312510167036/,
Chipotle Mexican Grill,CMG,2010Q2,2010-06-30,분기말 총자본(자기자본),750014000,USD,공시(비지배 없음),https://www.sec.gov/Archives/edgar/data/1058090/000119312510167036/,"StockholdersEquity, MinorityInterest 태그 없음"
Chipotle Mexican Grill,CMG,2010Q2,2010-06-30,분기말 지배지분 자본,750014000,USD,공시,https://www.sec.gov/Archives/edgar/data/1058090/000119312510167036/,
Chipotle Mexican Grill,CMG,2010Q2,2010-06-30,분기말 종가,136.81,USD,API,https://query1.finance.yahoo.com/v8/finance/chart/CMG?interval=1d&events=splits (2010-06-30),분할조정 종가 2.7362 × 이후 분할계수 50
Chipotle Mexican Grill,CMG,2010Q2,2010-07-20,분기말 상장주식수,31107821,주,공시(표지 기준일),https://www.sec.gov/Archives/edgar/data/1058090/000119312510167036/,dei:EntityCommonStockSharesOutstanding 클래스 합
Chipotle Mexican Grill,CMG,2010Q2,2010-06-30,분기말 시가총액,4255860991,USD,계산(종가×주식수),https://query1.finance.yahoo.com/v8/finance/chart/CMG?interval=1d&events=splits (2010-06-30) ; https://www.sec.gov/Archives/edgar/data/1058090/000119312510167036/,종가 136.81 × 주식수 31107821
Chipotle Mexican Grill,CMG,2010Q3,2010-09-30,분기별 매출액,미확인,USD,미확인,https://www.sec.gov/Archives/edgar/data/1058090/000119312510234548/,
Chipotle Mexican Grill,CMG,2010Q3,2010-09-30,분기별 영업이익,77584000,USD,공시,https://www.sec.gov/Archives/edgar/data/1058090/000119312510234548/,
Chipotle Mexican Grill,CMG,2010Q3,2010-09-30,분기별 당기순이익(지배),48228000,USD,공시,https://www.sec.gov/Archives/edgar/data/1058090/000119312510234548/,
Chipotle Mexican Grill,CMG,2010Q3,2010-09-30,분기별 영업활동현금흐름,67240000,USD,계산(누적차감),https://www.sec.gov/Archives/edgar/data/1058090/000119312510234548/ ; https://www.sec.gov/Archives/edgar/data/1058090/000119312510167036/,누적 196196000 − 직전누적 128956000 (시작 2010-01-01)
Chipotle Mexican Grill,CMG,2010Q3,2010-09-30,분기말 자산총계,1032371000,USD,공시,https://www.sec.gov/Archives/edgar/data/1058090/000119312510234548/,
Chipotle Mexican Grill,CMG,2010Q3,2010-09-30,분기말 부채총계,271342000,USD,공시,https://www.sec.gov/Archives/edgar/data/1058090/000119312510234548/,
Chipotle Mexican Grill,CMG,2010Q3,2010-09-30,분기말 총자본(자기자본),761029000,USD,공시(비지배 없음),https://www.sec.gov/Archives/edgar/data/1058090/000119312510234548/,"StockholdersEquity, MinorityInterest 태그 없음"
Chipotle Mexican Grill,CMG,2010Q3,2010-09-30,분기말 지배지분 자본,761029000,USD,공시,https://www.sec.gov/Archives/edgar/data/1058090/000119312510234548/,
Chipotle Mexican Grill,CMG,2010Q3,2010-09-30,분기말 종가,172.0,USD,API,https://query1.finance.yahoo.com/v8/finance/chart/CMG?interval=1d&events=splits (2010-09-30),분할조정 종가 3.44 × 이후 분할계수 50
Chipotle Mexican Grill,CMG,2010Q3,2010-10-19,분기말 상장주식수,30945412,주,공시(표지 기준일),https://www.sec.gov/Archives/edgar/data/1058090/000119312510234548/,dei:EntityCommonStockSharesOutstanding 클래스 합
Chipotle Mexican Grill,CMG,2010Q3,2010-09-30,분기말 시가총액,5322610864,USD,계산(종가×주식수),https://query1.finance.yahoo.com/v8/finance/chart/CMG?interval=1d&events=splits (2010-09-30) ; https://www.sec.gov/Archives/edgar/data/1058090/000119312510234548/,종가 172.0 × 주식수 30945412
Chipotle Mexican Grill,CMG,2010Q4,2010-12-31,분기별 매출액,미확인,USD,미확인,https://www.sec.gov/Archives/edgar/data/1058090/000119312511039010/,
Chipotle Mexican Grill,CMG,2010Q4,2010-12-31,분기별 영업이익,73992000,USD,계산(연간-3분기누적),https://www.sec.gov/Archives/edgar/data/1058090/000119312511039010/ ; https://www.sec.gov/Archives/edgar/data/1058090/000119312510234548/,연간 287831000 − 9개월누적 213839000 (OperatingIncomeLoss)
Chipotle Mexican Grill,CMG,2010Q4,2010-12-31,분기별 당기순이익(지배),46445000,USD,계산(연간-3분기누적),https://www.sec.gov/Archives/edgar/data/1058090/000119312511039010/ ; https://www.sec.gov/Archives/edgar/data/1058090/000119312510234548/,연간 178981000 − 9개월누적 132536000 (NetIncomeLoss)
Chipotle Mexican Grill,CMG,2010Q4,2010-12-31,분기별 영업활동현금흐름,92995000,USD,계산(누적차감),https://www.sec.gov/Archives/edgar/data/1058090/000119312511039010/ ; https://www.sec.gov/Archives/edgar/data/1058090/000119312510234548/,누적 289191000 − 직전누적 196196000 (시작 2010-01-01)
Chipotle Mexican Grill,CMG,2010Q4,2010-12-31,분기말 자산총계,1121605000,USD,공시,https://www.sec.gov/Archives/edgar/data/1058090/000119312511039010/,
