기업,종목코드,기간,기준일,항목,값,통화,값구분,출처,검산
T-Mobile US,TMUS,2010Q1,2010-03-31,분기별 매출액,970503000,USD,공시(후속 보고서 비교기간),https://www.sec.gov/Archives/edgar/data/1283699/000119312511130186/,Revenues ; 그 분기 보고서에 연결 총계가 없어 2011-05-06 제출본의 비교기간에서 읽었다
T-Mobile US,TMUS,2010Q1,2010-03-31,분기별 영업이익,105231000,USD,공시(후속 보고서 비교기간),https://www.sec.gov/Archives/edgar/data/1283699/000119312511130186/,OperatingIncomeLoss ; 그 분기 보고서에 연결 총계가 없어 2011-05-06 제출본의 비교기간에서 읽었다
T-Mobile US,TMUS,2010Q1,2010-03-31,분기별 당기순이익(지배),22661000,USD,공시(후속 보고서 비교기간),https://www.sec.gov/Archives/edgar/data/1283699/000119312511130186/,NetIncomeLoss ; 그 분기 보고서에 연결 총계가 없어 2011-05-06 제출본의 비교기간에서 읽었다
T-Mobile US,TMUS,2010Q1,2010-03-31,분기별 영업활동현금흐름,미확인,USD,미확인,https://www.sec.gov/Archives/edgar/data/1283699/000119312510114607/,
T-Mobile US,TMUS,2010Q1,2010-03-31,분기말 자산총계,미확인,USD,미확인,https://www.sec.gov/Archives/edgar/data/1283699/000119312510114607/,
T-Mobile US,TMUS,2010Q1,2010-03-31,분기말 부채총계,미확인,USD,미확인,https://www.sec.gov/Archives/edgar/data/1283699/000119312510114607/,
T-Mobile US,TMUS,2010Q1,2010-03-31,분기말 총자본(자기자본),미확인,USD,미확인,https://www.sec.gov/Archives/edgar/data/1283699/000119312510114607/,
T-Mobile US,TMUS,2010Q1,2010-03-31,분기말 지배지분 자본,미확인,USD,미확인,https://www.sec.gov/Archives/edgar/data/1283699/000119312510114607/,
T-Mobile US,TMUS,2010Q1,2010-03-31,분기말 종가,7.08,USD,API,https://query1.finance.yahoo.com/v8/finance/chart/TMUS?interval=1d&events=splits (2010-03-31),분할조정 종가 14.16 × 이후 분할계수 0.5
T-Mobile US,TMUS,2010Q1,2010-03-31,분기말 상장주식수,미확인,,미확인,SEC companyfacts·XBRL 원문 모두 dei 표지 주식수 없음,
T-Mobile US,TMUS,2010Q1,2010-03-31,분기말 시가총액,미확인,,미확인,SEC companyfacts·XBRL 원문 모두 dei 표지 주식수 없음,
T-Mobile US,TMUS,2010Q2,2010-06-30,분기별 매출액,1012536000,USD,공시,https://www.sec.gov/Archives/edgar/data/1283699/000119312510182910/,
T-Mobile US,TMUS,2010Q2,2010-06-30,분기별 영업이익,198412000,USD,공시,https://www.sec.gov/Archives/edgar/data/1283699/000119312510182910/,
T-Mobile US,TMUS,2010Q2,2010-06-30,분기별 당기순이익(지배),79915000,USD,공시,https://www.sec.gov/Archives/edgar/data/1283699/000119312510182910/,
T-Mobile US,TMUS,2010Q2,2010-06-30,분기별 영업활동현금흐름,데이터 없음(직전 분기 누적 보고서 없음),USD,데이터 없음(직전 보고서 없음),https://www.sec.gov/Archives/edgar/data/1283699/000119312510182910/,
T-Mobile US,TMUS,2010Q2,2010-06-30,분기말 자산총계,7479122000,USD,공시,https://www.sec.gov/Archives/edgar/data/1283699/000119312510182910/,
T-Mobile US,TMUS,2010Q2,2010-06-30,분기말 부채총계,5062578000,USD,공시,https://www.sec.gov/Archives/edgar/data/1283699/000119312510182910/,
T-Mobile US,TMUS,2010Q2,2010-06-30,분기말 총자본(자기자본),2416544000,USD,공시(비지배 없음),https://www.sec.gov/Archives/edgar/data/1283699/000119312510182910/,"StockholdersEquity, MinorityInterest 태그 없음"
T-Mobile US,TMUS,2010Q2,2010-06-30,분기말 지배지분 자본,2416544000,USD,공시,https://www.sec.gov/Archives/edgar/data/1283699/000119312510182910/,
T-Mobile US,TMUS,2010Q2,2010-06-30,분기말 종가,8.19,USD,API,https://query1.finance.yahoo.com/v8/finance/chart/TMUS?interval=1d&events=splits (2010-06-30),분할조정 종가 16.38 × 이후 분할계수 0.5
T-Mobile US,TMUS,2010Q2,2010-07-30,분기말 상장주식수,353890321,주,공시(표지 기준일),https://www.sec.gov/Archives/edgar/data/1283699/000119312510182910/,dei:EntityCommonStockSharesOutstanding 클래스 합
T-Mobile US,TMUS,2010Q2,2010-06-30,분기말 시가총액,2898361729,USD,계산(종가×주식수),https://query1.finance.yahoo.com/v8/finance/chart/TMUS?interval=1d&events=splits (2010-06-30) ; https://www.sec.gov/Archives/edgar/data/1283699/000119312510182910/,종가 8.19 × 주식수 353890321
T-Mobile US,TMUS,2010Q3,2010-09-30,분기별 매출액,1020789000,USD,공시,https://www.sec.gov/Archives/edgar/data/1283699/000119312510248907/,
T-Mobile US,TMUS,2010Q3,2010-09-30,분기별 영업이익,207934000,USD,공시,https://www.sec.gov/Archives/edgar/data/1283699/000119312510248907/,
T-Mobile US,TMUS,2010Q3,2010-09-30,분기별 당기순이익(지배),77287000,USD,공시,https://www.sec.gov/Archives/edgar/data/1283699/000119312510248907/,
