기업,종목코드,기간,기준일,항목,값(원),값구분,출처,항목세트,라운드
삼성화재,000810,2010Q1,2010-03-31,분기말 자산총계,26712048208981,공시,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20100629000368,금융,11
삼성화재,000810,2010Q1,2010-03-31,분기말 부채총계,21758064020044,공시,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20100629000368,금융,11
삼성화재,000810,2010Q1,2010-03-31,분기말 총자본(자기자본),4953984188937,공시,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20100629000368,금융,11
삼성화재,000810,2010Q1,2010-03-31,분기별 영업수익,13374851439298,공시,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20100629000368,금융,11
삼성화재,000810,2010Q1,2010-03-31,분기별 영업이익,686035373954,공시,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20100629000368,금융,11
삼성화재,000810,2010Q1,2010-03-31,분기별 당기순이익(지배),524510209592,공시,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20100629000368,금융,11
삼성화재,000810,2010Q1,2010-03-31,분기별 순이자이익,데이터 없음(항목 미공시),데이터 없음(항목 미공시),https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20100629000368,금융,11
삼성화재,000810,2010Q1,2010-03-31,분기별 순수수료이익,데이터 없음(항목 미공시),데이터 없음(항목 미공시),https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20100629000368,금융,11
삼성화재,000810,2010Q1,2010-03-31,분기별 영업활동현금흐름,-91915399499,공시,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20100629000368,금융,11
삼성화재,000810,2010Q1,2010-03-31,분기말 지배지분 자본,미확인,미확인,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20100629000368,금융,11
삼성화재,000810,2010Q1,2010-03-31,분기말 종가,181500,API,"https://data-dbg.krx.co.kr/svc/apis/sto/stk_bydd_trd?basDd=20100331 (KOSPI, 삼성화재 ; 종가 181500 × 상장주식수 47374837 = 시가총액 8598532915500)",금융,11
삼성화재,000810,2010Q1,2010-03-31,분기말 상장주식수,47374837,API,"https://data-dbg.krx.co.kr/svc/apis/sto/stk_bydd_trd?basDd=20100331 (KOSPI, 삼성화재 ; 종가 181500 × 상장주식수 47374837 = 시가총액 8598532915500)",금융,11
삼성화재,000810,2010Q1,2010-03-31,분기말 시가총액,8598532915500,API,"https://data-dbg.krx.co.kr/svc/apis/sto/stk_bydd_trd?basDd=20100331 (KOSPI, 삼성화재 ; 종가 181500 × 상장주식수 47374837 = 시가총액 8598532915500)",금융,11
삼성화재,000810,2010Q2,2010-06-30,분기말 자산총계,미확인,미확인,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20100816001051,금융,11
삼성화재,000810,2010Q2,2010-06-30,분기말 부채총계,미확인,미확인,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20100816001051,금융,11
